arch,run_idx,seed,hazard_cost,object_id,predicted_precondition,basis_chains,state,prediction_step,confirmation_step,confirming_env,unresolvable,social_observation_step,social_observation_env
v1_15_1,13,23010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,6000,689,2,False,683,2
v1_15_1,14,4010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,48,2,False,,
v1_15_1,14,24010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,124,2,False,118,2
v1_15_1,15,5010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,579500,,,True,,
v1_15_1,15,25010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,579500,,,True,,
v1_15_1,16,6010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,15000,203756,2,False,203750,2
v1_15_1,16,26010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,15000,218,2,False,,
v1_15_1,17,7010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,39,2,False,,
v1_15_1,17,27010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,70,2,False,65,2
v1_15_1,18,8010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,52,2,False,,
v1_15_1,18,28010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,81500,96,2,False,91,2
v1_15_1,19,9010,1.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,5500,,,True,,
v1_15_1,19,29010,1.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5500,80,2,False,,
v1_15_1,20,20,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,12142,2,False,12137,2
v1_15_1,20,20020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,1986,2,False,,
v1_15_1,21,1020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1500,,,True,,
v1_15_1,21,21020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,15540,2,False,,
v1_15_1,22,2020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,11500,115,2,False,,
v1_15_1,22,22020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,11500,,,True,,
v1_15_1,23,3020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,169679,2,False,169674,2
v1_15_1,23,23020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,77,2,False,,
v1_15_1,24,4020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,61,2,False,,
v1_15_1,24,24020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,118000,83742,2,False,83735,2
v1_15_1,25,5020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,18,2,False,,
v1_15_1,25,25020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,35500,2,False,35496,2
v1_15_1,26,6020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,238298,2,False,238293,2
v1_15_1,26,26020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1500,59,2,False,,
v1_15_1,27,7020,2.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True,,
v1_15_1,27,27020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,66,2,False,,
v1_15_1,28,8020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,2745,2,False,2738,2
v1_15_1,28,28020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,2500,55,2,False,,
v1_15_1,29,9020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,1223,2,False,1216,2
v1_15_1,29,29020,2.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,36500,191,2,False,,
v1_15_1,30,100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,176000,,,True,,
v1_15_1,30,20100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,176000,82773,2,False,,
v1_15_1,31,1100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,7500,,,True,,
v1_15_1,31,21100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,7500,17511,2,False,,
v1_15_1,32,2100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,2435,2,False,,
v1_15_1,32,22100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,663004,2,False,662999,2
v1_15_1,33,3100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,38,2,False,,
v1_15_1,33,23100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,56391,2,False,56386,2
v1_15_1,34,4100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,444,2,False,,
v1_15_1,34,24100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,33000,31519,2,False,31515,2
v1_15_1,35,5100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,1000,512,2,False,,
v1_15_1,35,25100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,1000,,,True,,
v1_15_1,36,6100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,9000,58,2,False,,
v1_15_1,36,26100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,9000,,,True,,
v1_15_1,37,7100,10.0,haz_blue,att_blue,haz_green|haz_yellow,unresolvable,5000,,,True,,
v1_15_1,37,27100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,5000,7483,2,False,,
v1_15_1,38,8100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,31038,2,False,31034,2
v1_15_1,38,28100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,260000,12308,2,False,,
v1_15_1,39,9100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,101,2,False,96,2
v1_15_1,39,29100,10.0,haz_blue,att_blue,haz_green|haz_yellow,confirmed,3000,24,2,False,,
