arch,run_idx,seed,hazard_cost,num_steps,query_type,statement_text,source_type,source_key,source_resolves
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_free_1 at step 532, confirmed by 0 confirming observations.",provenance,mastery:att_free_1,True
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_free_2 at step 538, confirmed by 9 confirming observations.",provenance,mastery:att_free_2,True
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_green at step 554, confirmed by 4 confirming observations. (relevant to active goal: locate_family — GREEN)",goal,goal_set,True
v1_16,0,202358875,0.1,1000000,what_learned,"I banked knowledge at haz_unaff_0 at step 38634, confirmed by 9 confirming observations.",provenance,knowledge_banking:haz_unaff_0,True
v1_16,0,202358875,0.1,1000000,what_learned,"I banked knowledge at haz_unaff_1 at step 38639, confirmed by 18 confirming observations.",provenance,knowledge_banking:haz_unaff_1,True
v1_16,0,202358875,0.1,1000000,what_learned,"I banked knowledge at haz_green at step 38684, confirmed by 0 confirming observations. (relevant to active goal: locate_family — GREEN)",goal,goal_set,True
v1_16,0,202358875,0.1,1000000,what_learned,"I banked knowledge at haz_unaff_2 at step 38691, confirmed by 12 confirming observations.",provenance,knowledge_banking:haz_unaff_2,True
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_free_3 at step 38698, confirmed by 93 confirming observations.",provenance,mastery:att_free_3,True
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_yellow at step 38927, confirmed by 0 confirming observations.",provenance,mastery:att_yellow,True
v1_16,0,202358875,0.1,1000000,what_learned,"I mastered the attractor at att_free_0 at step 38934, confirmed by 0 confirming observations.",provenance,mastery:att_free_0,True
v1_16,0,202358875,0.1,1000000,what_learned,"The end-state activated at step 38939, confirmed by 127 confirming observations.",provenance,end_state_activation,True
v1_16,0,202358875,0.1,1000000,what_learned,"I banked knowledge at haz_yellow at step 38939, confirmed by 7 confirming observations.",provenance,knowledge_banking:haz_yellow,True
v1_16,0,202358875,0.1,1000000,how_related,I first perceived the GREEN colour cell at step 68. This was my first encounter with the GREEN family.,family,green_cell_registered,True
v1_16,0,202358875,0.1,1000000,how_related,I mastered the GREEN attractor (CIRCLE_2D) at step 554. This completed the acquirable tier of the GREEN family.,family,green_attractor_mastered,True
v1_16,0,202358875,0.1,1000000,how_related,I did not bank the GREEN knowledge cell within this run.,family,green_knowledge_banked,True
v1_16,0,202358875,0.1,1000000,how_related,I first perceived the YELLOW colour cell at step 18. This was my first encounter with the YELLOW family.,family,yellow_cell_registered,True
v1_16,0,202358875,0.1,1000000,how_related,I mastered the YELLOW attractor (TRIANGLE_2D) at step 38927. This completed the acquirable tier of the YELLOW family.,family,yellow_attractor_mastered,True
v1_16,0,202358875,0.1,1000000,how_related,I did not bank the YELLOW knowledge cell within this run.,family,yellow_knowledge_banked,True
v1_16,0,202358875,0.1,1000000,how_related,"My family traversal narrative contains 6 events across both families, in this order: 18:colour_registered:YELLOW|68:colour_registered:GREEN|554:attractor_mastered:GREEN|38684:knowledge_banked:GREEN|38927:attractor_mastered:YELLOW|38939:knowledge_banked:YELLOW.",family,family_traversal_narrative,True
v1_16,0,202358875,0.1,1000000,how_related,"The two families share the same form-progression structure (Measure 2 = 1.0): both progress from a flat colour cell through a 2D acquirable form to a 3D bankable form. This parallelism is a structural assertion of the prepared environment, not a finding about my behaviour.",comparison,form_progression_parallelism,True
v1_16,0,202358875,0.1,1000000,how_related,The tier-ordering similarity between the two families is 0.0 (Measure 1). A value of 0.0 indicates that both families were traversed in the same tier order.,comparison,tier_structure_similarity,True
v1_16,0,202358875,0.1,1000000,how_related,My traversal-sequence distance between the two families is 0.703868 (Measure 3). I entered the GREEN family first. The traversal pattern was interleaved. This is my developmental tempo for this run: the degree to which the two family arcs were separated or interleaved in time.,comparison,traversal_sequence_distance,True
v1_16,0,202358875,0.1,1000000,where_surprised,I entered haz_green (GREEN family) at step 554 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:0,True
v1_16,0,202358875,0.1,1000000,where_surprised,I entered haz_unaff_0 (unaffiliated cell) at step 554 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:1,True
v1_16,0,202358875,0.1,1000000,where_surprised,I entered haz_unaff_1 (unaffiliated cell) at step 532 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:2,True
v1_16,0,202358875,0.1,1000000,where_surprised,I entered haz_unaff_2 (unaffiliated cell) at step 538 with the precondition already met. No prediction error was recorded: the transformation followed without surprise.,prediction_error,encounter:3,True
v1_16,0,202358875,0.1,1000000,where_surprised,I encountered haz_yellow (YELLOW family) at step 505 before my precondition was met. I paid the cost and did not receive the transformation. I was aware of this cell before I was ready for it. The transformation eventually fired at step 38927. The resolution window was 38422 steps: the developmental distance between awareness and readiness.,prediction_error,encounter:4,True
v1_16,0,202358875,0.1,1000000,where_surprised,"My goal (locate_family: GREEN) resolved at step 38682, with 461318 steps remaining in the budget.",goal,goal_resolved,True
v1_16,0,202358875,0.1,1000000,where_surprised,"I was surprised by haz_yellow at step 505 because I believed entry would lead directly to transformation. After 38,422 steps, I understood that att_yellow mastered at step None. My approach to haz_yellow changed: I moved toward it 16 time(s) more often in the 10,000-step period following revision than in the equivalent period before.",belief_revision,revised_expectation:haz_yellow:505,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5, I came within 6.16 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:5,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5, I came within 3.16 units of haz_unaff_2 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_2:5,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5, I came within 1.00 units of haz_blue without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_blue:5,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 4, I came within 4.36 units of dist_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:dist_green:4,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 25, I came within 7.48 units of haz_yellow without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_yellow:25,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 23, I came within 7.07 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:23,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 104, I came within 6.16 units of haz_unaff_0 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_0:104,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 104, I came within 7.00 units of haz_unaff_1 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_1:104,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 509, I came within 3.00 units of haz_blue without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_blue:509,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 509, I came within 3.74 units of haz_unaff_2 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_2:509,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 523, I came within 3.16 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:523,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 549, I came within 5.39 units of haz_yellow without making contact. I withdrew. I had entered this object 1 time(s) previously.",counterfactual,suppressed_approach:haz_yellow:549,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 914, I came within 7.00 units of haz_unaff_1 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_1:914,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 914, I came within 5.48 units of haz_unaff_0 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_0:914,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1258, I came within 5.83 units of haz_unaff_2 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_2:1258,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 813, I came within 4.24 units of haz_yellow without making contact. I withdrew. I had entered this object 1 time(s) previously.",counterfactual,suppressed_approach:haz_yellow:813,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 755, I came within 3.00 units of haz_blue without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_blue:755,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1258, I came within 5.66 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:1258,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1898, I came within 5.20 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:1898,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1974, I came within 6.40 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:1974,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1830, I came within 7.35 units of haz_unaff_1 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_1:1830,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 1830, I came within 5.74 units of haz_unaff_0 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_0:1830,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 3129, I came within 7.14 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:3129,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 3415, I came within 5.00 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:3415,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5192, I came within 6.40 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:5192,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5192, I came within 6.40 units of haz_unaff_1 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_1:5192,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5192, I came within 5.10 units of haz_unaff_0 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_0:5192,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5255, I came within 4.90 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:5255,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 6192, I came within 3.00 units of haz_blue without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_blue:6192,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 5255, I came within 3.74 units of haz_yellow without making contact. I withdrew. I had entered this object 1 time(s) previously.",counterfactual,suppressed_approach:haz_yellow:5255,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 6518, I came within 7.00 units of haz_unaff_1 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_1:6518,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 6518, I came within 5.48 units of haz_unaff_0 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_0:6518,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 6743, I came within 5.48 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:6743,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 6924, I came within 6.40 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:6924,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 7628, I came within 5.48 units of haz_unaff_2 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_2:7628,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 8128, I came within 4.47 units of haz_grey without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_grey:8128,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 7130, I came within 6.40 units of haz_green without making contact. I withdrew. This object was my active goal target. I had not yet entered this object.",counterfactual,suppressed_approach:haz_green:7130,True
v1_16,0,202358875,0.1,1000000,where_held_back,"At step 9146, I came within 5.48 units of haz_unaff_2 without making contact. I withdrew. I had not yet entered this object.",counterfactual,suppressed_approach:haz_unaff_2:9146,True
